,County_Code,County_Name,Election_Number,Election_Date,Election_Name,Unique_Precinct_Identifier,Precinct_Polling_Location,Total_Registered_Voters,Total_Registered_Republicans,Total_Registered_Democrats,Total_Registered_All_Other_Parties,Contest_Name,District,Contest_Code,Candidate,Candidate_Party,Candidate_Florida_Voter_Registration_Sytem_ID_Number,DOE_Assigned_Candidate_Number,Vote_Total
946,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,165593,State Senator, District 8,240080,OverVotes, ,0,901,0
947,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,165593,State Senator, District 8,240080,UnderVotes, ,0,902,27
948,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,Clerk of the Circuit Court and Comptroller, ,320000,"J.K. ""Jess"" Irby",DEM,100488283,68948,879
949,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,Clerk of the Circuit Court and Comptroller, ,320000,WriteinVotes, ,0,900,80
950,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,Clerk of the Circuit Court and Comptroller, ,320000,OverVotes, ,0,901,0
951,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,Clerk of the Circuit Court and Comptroller, ,320000,UnderVotes, ,0,902,279
952,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,Sheriff, ,335000,Jack Jacobs,REP,100410043,68854,402
953,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,Sheriff, ,335000,Sadie Darnell,DEM,100386440,68849,798
954,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,Sheriff, ,335000,OverVotes, ,0,901,0
955,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,Sheriff, ,335000,UnderVotes, ,0,902,38
956,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,County Commissioner, District 1,380010,Mike Byerly,DEM,100477592,68879,829
957,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,County Commissioner, District 1,380010,WriteinVotes, ,0,900,108
958,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,County Commissioner, District 1,380010,OverVotes, ,0,901,1
959,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,County Commissioner, District 1,380010,UnderVotes, ,0,902,300
960,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,County Commissioner, District 3,380030,"Robert ""Hutch"" Hutchinson",DEM,100399525,68886,839
961,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,County Commissioner, District 3,380030,WriteinVotes, ,0,900,86
962,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,County Commissioner, District 3,380030,OverVotes, ,0,901,0
963,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,County Commissioner, District 3,380030,UnderVotes, ,0,902,313
964,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,County Commissioner, District 5,380050,"Charles S. ""Chuck"" Chestnut",DEM,100400920,68902,763
965,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,County Commissioner, District 5,380050,WriteinVotes, ,0,900,108
966,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,County Commissioner, District 5,380050,OverVotes, ,0,901,1
967,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,0,County Commissioner, District 5,380050,UnderVotes, ,0,902,366
968,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Charles T. Canady,Justice of the Supreme Court,500100,Yes,NOP,113445454,10,631
969,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Charles T. Canady,Justice of the Supreme Court,500100,No,NOP,113445454,20,396
970,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Charles T. Canady,Justice of the Supreme Court,500100,OverVotes, ,0,901,0
971,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Charles T. Canady,Justice of the Supreme Court,500100,UnderVotes, ,0,902,211
972,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Jorge Labarga,Justice of the Supreme Court,500200,Yes,NOP,112170657,10,600
973,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Jorge Labarga,Justice of the Supreme Court,500200,No,NOP,112170657,20,429
974,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Jorge Labarga,Justice of the Supreme Court,500200,OverVotes, ,0,901,2
975,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Jorge Labarga,Justice of the Supreme Court,500200,UnderVotes, ,0,902,207
976,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,Yes,NOP,105012057,10,612
977,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,No,NOP,105012057,20,407
978,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,OverVotes, ,0,901,0
979,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,UnderVotes, ,0,902,219
980,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,Yes,NOP,104072514,10,616
981,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,No,NOP,104072514,20,386
982,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,OverVotes, ,0,901,1
983,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,UnderVotes, ,0,902,235
984,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,Yes,NOP,105020100,10,637
985,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,No,NOP,105020100,20,362
986,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,OverVotes, ,0,901,0
987,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,UnderVotes, ,0,902,239
988,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,Yes,NOP,105059032,10,614
989,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,No,NOP,105059032,20,387
990,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,OverVotes, ,0,901,1
991,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,UnderVotes, ,0,902,236
992,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,Yes,NOP,0,10,604
993,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,No,NOP,0,20,391
994,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,OverVotes, ,0,901,1
995,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,UnderVotes, ,0,902,242
996,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Bo Winokur,First District Court of Appeal,520105,Yes,NOP,105086897,10,598
997,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Bo Winokur,First District Court of Appeal,520105,No,NOP,105086897,20,399
998,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Bo Winokur,First District Court of Appeal,520105,OverVotes, ,0,901,1
999,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Bo Winokur,First District Court of Appeal,520105,UnderVotes, ,0,902,240
1000,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Jim Wolf,First District Court of Appeal,520106,Yes,NOP,105004220,10,624
1001,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Jim Wolf,First District Court of Appeal,520106,No,NOP,105004220,20,372
1002,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Jim Wolf,First District Court of Appeal,520106,OverVotes, ,0,901,0
1003,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Retention of Jim Wolf,First District Court of Appeal,520106,UnderVotes, ,0,902,242
1004,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Amendment No. 1: Rights of Electricity Consumers Regarding Solar Energy Choice, ,900100,Yes for Approval,NOP,0,10,346
1005,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Amendment No. 1: Rights of Electricity Consumers Regarding Solar Energy Choice, ,900100,No for Rejection,NOP,0,20,851
1006,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Amendment No. 1: Rights of Electricity Consumers Regarding Solar Energy Choice, ,900100,OverVotes, ,0,901,0
1007,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Amendment No. 1: Rights of Electricity Consumers Regarding Solar Energy Choice, ,900100,UnderVotes, ,0,902,41
1008,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Amendment No. 2: Use of Marijuana for Debilitating Medical Conditions, ,900200,Yes for Approval,NOP,0,10,886
1009,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Amendment No. 2: Use of Marijuana for Debilitating Medical Conditions, ,900200,No for Rejection,NOP,0,20,324
1010,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Amendment No. 2: Use of Marijuana for Debilitating Medical Conditions, ,900200,OverVotes, ,0,901,0
1011,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Amendment No. 2: Use of Marijuana for Debilitating Medical Conditions, ,900200,UnderVotes, ,0,902,28
1012,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Amendment No. 3: Tax Exemption for Totally and Permanently Disabled First Responders, ,900300,Yes for Approval,NOP,0,10,947
1013,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Amendment No. 3: Tax Exemption for Totally and Permanently Disabled First Responders, ,900300,No for Rejection,NOP,0,20,243
1014,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Amendment No. 3: Tax Exemption for Totally and Permanently Disabled First Responders, ,900300,OverVotes, ,0,901,0
1015,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,Amendment No. 3: Tax Exemption for Totally and Permanently Disabled First Responders, ,900300,UnderVotes, ,0,902,48
1016,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,"Amendment No. 5: Homestead Tax exemption for Certain Senior, Low-income, Long-term Residents; Determination of Just Value"," Low-income, Long-term Residents; Determination of Just Value",900500,Yes for Approval,NOP,0,10,881
1017,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,"Amendment No. 5: Homestead Tax exemption for Certain Senior, Low-income, Long-term Residents; Determination of Just Value"," Low-income, Long-term Residents; Determination of Just Value",900500,No for Rejection,NOP,0,20,294
1018,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,"Amendment No. 5: Homestead Tax exemption for Certain Senior, Low-income, Long-term Residents; Determination of Just Value"," Low-income, Long-term Residents; Determination of Just Value",900500,OverVotes, ,0,901,0
1019,ALA,Alachua,10282,11/08/2016,2016 General Election,10,Micanopy Town Hall,1537,0,0,177947,"Amendment No. 5: Homestead Tax exemption for Certain Senior, Low-income, Long-term Residents; Determination of Just Value"," Low-income, Long-term Residents; Determination of Just Value",900500,UnderVotes, ,0,902,63
1020,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,President of the United States, ,100000,Trump / Pence,REP,0,65072,964
1021,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,President of the United States, ,100000,Clinton / Kaine,DEM,0,65058,1044
1022,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,President of the United States, ,100000,Johnson / Weld,LPF,0,69370,50
1023,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,President of the United States, ,100000,Castle / Bradley,CPF,0,69385,5
1024,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,President of the United States, ,100000,Stein / Baraka,GRE,0,69377,13
1025,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,President of the United States, ,100000,De La Fuente / Steinberg,REF,0,69403,2
1026,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,President of the United States, ,100000,WriteinVotes, ,0,900,22
1027,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,President of the United States, ,100000,OverVotes, ,0,901,2
1028,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,President of the United States, ,100000,UnderVotes, ,0,902,8
1029,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,United States Senator, ,120000,Marco Rubio,REP,109340956,65070,986
1030,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,United States Senator, ,120000,Patrick Murphy,DEM,110225855,65041,1007
1031,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,United States Senator, ,120000,Paul Stanton,LPF,122945407,66374,35
1032,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,United States Senator, ,120000,Tony Khoury,NPA,109645332,65297,10
1033,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,United States Senator, ,120000,Bruce Nathan,NPA,105899561,64800,8
1034,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,United States Senator, ,120000,Steven Machat,NPA,118948766,64869,6
1035,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,United States Senator, ,120000,Basil E. Dalack,NPA,112148742,65789,6
1036,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,United States Senator, ,120000,WriteinVotes, ,0,900,0
1037,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,United States Senator, ,120000,OverVotes, ,0,901,0
1038,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,United States Senator, ,120000,UnderVotes, ,0,902,52
1039,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,Representative in Congress, District 3,140030,Ted Yoho,REP,100409333,65182,996
1040,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,Representative in Congress, District 3,140030,"Kenneth ""Ken"" McGurn",DEM,100392017,68353,1008
1041,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,Representative in Congress, District 3,140030,Tom Wells,NPA,100528026,68345,43
1042,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,Representative in Congress, District 3,140030,OverVotes, ,0,901,0
1043,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,Representative in Congress, District 3,140030,UnderVotes, ,0,902,63
1044,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,State Senator, District 8,240080,Keith Perry,REP,100401685,64565,1063
1045,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,State Senator, District 8,240080,Rod Smith,DEM,100395466,65289,996
1046,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,State Senator, District 8,240080,OverVotes, ,0,901,0
1047,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,165593,State Senator, District 8,240080,UnderVotes, ,0,902,51
1048,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,89942,State Representative, District 21,260210,Chuck Clemons,REP,100410371,65243,118
1049,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,89942,State Representative, District 21,260210,Marihelen Wheeler,DEM,100428206,65345,60
1050,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,89942,State Representative, District 21,260210,WriteinVotes, ,0,900,0
1051,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,89942,State Representative, District 21,260210,OverVotes, ,0,901,0
1052,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,89942,State Representative, District 21,260210,UnderVotes, ,0,902,10
1053,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,Clerk of the Circuit Court and Comptroller, ,320000,"J.K. ""Jess"" Irby",DEM,100488283,68948,1577
1054,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,Clerk of the Circuit Court and Comptroller, ,320000,WriteinVotes, ,0,900,91
1055,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,Clerk of the Circuit Court and Comptroller, ,320000,OverVotes, ,0,901,1
1056,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,Clerk of the Circuit Court and Comptroller, ,320000,UnderVotes, ,0,902,441
1057,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,Sheriff, ,335000,Jack Jacobs,REP,100410043,68854,789
1058,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,Sheriff, ,335000,Sadie Darnell,DEM,100386440,68849,1252
1059,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,Sheriff, ,335000,OverVotes, ,0,901,2
1060,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,Sheriff, ,335000,UnderVotes, ,0,902,67
1061,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,County Commissioner, District 1,380010,Mike Byerly,DEM,100477592,68879,1449
1062,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,County Commissioner, District 1,380010,WriteinVotes, ,0,900,133
1063,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,County Commissioner, District 1,380010,OverVotes, ,0,901,0
1064,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,County Commissioner, District 1,380010,UnderVotes, ,0,902,528
1065,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,County Commissioner, District 3,380030,"Robert ""Hutch"" Hutchinson",DEM,100399525,68886,1487
1066,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,County Commissioner, District 3,380030,WriteinVotes, ,0,900,102
1067,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,County Commissioner, District 3,380030,OverVotes, ,0,901,1
1068,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,County Commissioner, District 3,380030,UnderVotes, ,0,902,520
1069,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,County Commissioner, District 5,380050,"Charles S. ""Chuck"" Chestnut",DEM,100400920,68902,1413
1070,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,County Commissioner, District 5,380050,WriteinVotes, ,0,900,126
1071,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,County Commissioner, District 5,380050,OverVotes, ,0,901,1
1072,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,0,County Commissioner, District 5,380050,UnderVotes, ,0,902,570
1073,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Charles T. Canady,Justice of the Supreme Court,500100,Yes,NOP,113445454,10,1093
1074,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Charles T. Canady,Justice of the Supreme Court,500100,No,NOP,113445454,20,666
1075,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Charles T. Canady,Justice of the Supreme Court,500100,OverVotes, ,0,901,2
1076,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Charles T. Canady,Justice of the Supreme Court,500100,UnderVotes, ,0,902,349
1077,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Jorge Labarga,Justice of the Supreme Court,500200,Yes,NOP,112170657,10,1045
1078,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Jorge Labarga,Justice of the Supreme Court,500200,No,NOP,112170657,20,694
1079,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Jorge Labarga,Justice of the Supreme Court,500200,OverVotes, ,0,901,2
1080,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Jorge Labarga,Justice of the Supreme Court,500200,UnderVotes, ,0,902,369
1081,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,Yes,NOP,105012057,10,1051
1082,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,No,NOP,105012057,20,687
1083,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,OverVotes, ,0,901,0
1084,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,UnderVotes, ,0,902,372
1085,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,Yes,NOP,104072514,10,1096
1086,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,No,NOP,104072514,20,621
1087,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,OverVotes, ,0,901,1
1088,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,UnderVotes, ,0,902,392
1089,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,Yes,NOP,105020100,10,1126
1090,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,No,NOP,105020100,20,594
1091,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,OverVotes, ,0,901,0
1092,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,UnderVotes, ,0,902,390
1093,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,Yes,NOP,105059032,10,1072
1094,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,No,NOP,105059032,20,644
1095,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,OverVotes, ,0,901,2
1096,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,UnderVotes, ,0,902,392
1097,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,Yes,NOP,0,10,1050
1098,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,No,NOP,0,20,660
1099,ALA,Alachua,10282,11/08/2016,2016 General Election,11,Archer Community Center,2787,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,OverVotes, ,0,901,3
